,Harry Potter
8387,"“They should at least see what they’re picking up,” he said firmly."
8388,“Anyway . . .” He rolled up the parchment on which he had written
8389,"the title of Snape’s essay. “There’s no point trying to finish this now, I"
8390,"can’t do it without Hermione, I haven’t got a clue what you’re sup-"
8391,"posed to do with moonstones, have you?”"
8392,  255  
8393,CHAPTER THIRTEEN
8394,"Harry shook his head, noticing as he did so that the ache in his"
8395,right temple was getting worse. He thought of the long essay on giant
8396,wars and the pain stabbed at him sharply. Knowing perfectly well that
8397,he would regret not finishing his homework tonight when the morn-
8398,"ing came, he piled his books back into his bag."
8399,“I’m going to bed too.”
8400,He passed Seamus on the way to the door leading to the dormi-
8401,"tories, but did not look at him. Harry had a fleeting impression that"
8402,"Seamus had opened his mouth to speak, but sped up, and reached the"
8403,soothing peace of the stone spiral staircase without having to endure
8404,any more provocation.
8405,The following day dawned just as leaden and rainy as the previous
8406,one. Hagrid was still absent from the staff table at breakfast.
8407,"“But on the plus side, no Snape today,” said Ron bracingly."
8408,Hermione yawned widely and poured herself some coffee. She
8409,"looked mildly pleased about something, and when Ron asked her"
8410,"what she had to be so happy about, she simply said, “The hats have"
8411,gone. Seems the house-elves do want freedom after all.”
8412,"“I wouldn’t bet on it,” Ron told her cuttingly. “They might not"
8413,"count as clothes. They didn’t look anything like hats to me, more like"
8414,woolly bladders.”
8415,Hermione did not speak to him all morning.
8416,Double Charms was succeeded by double Transfiguration. Profes-
8417,sor Flitwick and Professor McGonagall both spent the first fifteen
8418,minutes of their lessons lecturing the class on the importance of
8419,O.W.L.s.
8420,"“What you must remember,” said little Professor Flitwick squeak-"
8421,"ily, perched as ever on a pile of books so that he could see over the top"
8422,"of his desk, “is that these examinations may influence your futures for"
8423,many years to come! If you have not already given serious thought to
8424,"your careers, now is the time to do so. And in the meantime, I’m"
8425, 256  
8426,DETENTION WITH
8427,DOLORES
8428,"afraid, we shall be working harder than ever to ensure that you all do"
8429,yourselves justice!”
8430,"They then spent more than an hour reviewing Summoning Charms,"
8431,which according to Professor Flitwick were bound to come up in their
8432,"O.W.L., and he rounded off the lesson by setting them their largest"
8433,amount of Charms homework ever.
8434,"It was the same, if not worse, in Transfiguration."
8435,"“You cannot pass an O.W.L.,” said Professor McGonagall grimly,"
8436,"“without serious application, practice, and study. I see no reason why"
8437,everybody in this class should not achieve an O.W.L. in Transfiguration
8438,as long as they put in the work.” Neville made a sad little disbeliev-
8439,"ing noise. “Yes, you too, Longbottom,” said Professor McGonagall."
8440,“There’s nothing wrong with your work except lack of confidence. So
8441,. . . today we are starting Vanishing Spells. These are easier than Con-
8442,"juring Spells, which you would not usually attempt until N.E.W.T."
8443,"level, but they are still among the most difficult magic you will be"
8444,tested on in your O.W.L.”
8445,She was quite right; Harry found the Vanishing Spells horribly dif-
8446,"ficult. By the end of a double period, neither he nor Ron had managed"
8447,"to vanish the snails on which they were practicing, though Ron said"
8448,"hopefully that he thought his looked a bit paler. Hermione, on the"
8449,"other hand, successfully vanished her snail on the third attempt, earn-"
8450,ing her a ten-point bonus for Gryffindor from Professor McGonagall.
8451,She was the only person not given homework; everybody else was told
8452,"to practice the spell overnight, ready for a fresh attempt on their snails"
8453,the following afternoon.
8454,Now panicking slightly about the amount of homework they had
8455,"to do, Harry and Ron spent their lunch hour in the library looking up"
8456,the uses of moonstones in potion-making. Still angry about Ron’s slur
8457,"on her woolly hats, Hermione did not join them. By the time they"
8458,"reached Care of Magical Creatures in the afternoon, Harry’s head was"
8459,aching again.
8460, 257  
8461,CHAPTER THIRTEEN
8462,"The day had become cool and breezy, and, as they walked down"
8463,the sloping lawn toward Hagrid’s cabin on the edge of the Forbidden
8464,"Forest, they felt the occasional drop of rain on their faces. Professor"
8465,Grubbly-Plank stood waiting for the class some ten yards from Ha-
8466,"grid’s front door, a long trestle table in front of her laden with many"
8467,"twigs. As Harry and Ron reached her, a loud shout of laughter"
8468,"sounded behind them; turning, they saw Draco Malfoy striding to-"
8469,"ward them, surrounded by his usual gang of Slytherin cronies. He had"
8470,"clearly just said something highly amusing, because Crabbe, Goyle,"
8471,"Pansy Parkinson, and the rest continued to snigger heartily as they"
8472,gathered around the trestle table. Judging by the fact that all of them
8473,"kept looking over at Harry, he was able to guess the subject of the joke"
8474,without too much difficulty.
8475,"“Everyone here?” barked Professor Grubbly-Plank, once all the"
8476,Slytherins and Gryffindors had arrived. “Let’s crack on then — who
8477,can tell me what these things are called?”
8478,She indicated the heap of twigs in front of her. Hermione’s hand
8479,"shot into the air. Behind her back, Malfoy did a buck-toothed imita-"
8480,tion of her jumping up and down in eagerness to answer a question.
8481,Pansy Parkinson gave a shriek of laughter that turned almost at once
8482,"into a scream, as the twigs on the table leapt into the air and revealed"
8483,themselves to be what looked like tiny pixieish creatures made of
8484,"wood, each with knobbly brown arms and legs, two twiglike fingers at"
8485,"the end of each hand, and a funny, flat, barklike face in which a pair"
8486,of beetle-brown eyes glittered.
8487,"“Oooooh!” said Parvati and Lavender, thoroughly irritating Harry:"
8488,Anyone would have thought that Hagrid never showed them impres-
8489,"sive creatures; admittedly the flobberworms had been a bit dull, but"
8490,"the salamanders and hippogriffs had been interesting enough, and the"
8491,Blast-Ended Skrewts perhaps too much so.
8492,"“Kindly keep your voices down, girls!” said Professor Grubbly-"
8493,"Plank sharply, scattering a handful of what looked like brown rice"
8494, 258   
8495,DETENTION WITH
8496,DOLORES
8497,"among the stick-creatures, who immediately fell upon the food."
8498,“So — anyone know the names of these creatures? Miss Granger?”
8499,"“Bowtruckles,” said Hermione. “They’re tree-guardians, usually"
8500,live in wand-trees.”
8501,"“Five points for Gryffindor,” said Professor Grubbly-Plank. “Yes, these"
8502,"are bowtruckles and, as Miss Granger rightly says, they generally live in"
8503,trees whose wood is of wand quality. Anybody know what they eat?”
8504,"“Wood lice,” said Hermione promptly, which explained why what"
8505,Harry had taken for grains of brown rice were moving. “But fairy eggs
8506,if they can get them.”
8507,"“Good girl, take another five points. So whenever you need leaves"
8508,"or wood from a tree in which a bowtruckle lodges, it is wise to have a"
8509,gift of wood lice ready to distract or placate it. They may not look
8510,"dangerous, but if angered they will gouge out human eyes with their"
8511,"fingers, which, as you can see, are very sharp and not at all desirable"
8512,"near the eyeballs. So if you’d like to gather closer, take a few wood lice"
8513,and a bowtruckle — I have enough here for one between three — you
8514,can study them more closely. I want a sketch from each of you with all
8515,body parts labeled by the end of the lesson.”
8516,The class surged forward around the trestle table. Harry deliberately
8517,circled around the back so that he ended up right next to Professor
8518,Grubbly-Plank.
8519,"“Where’s Hagrid?” he asked her, while everyone else was choosing"
8520,bowtruckles.
8521,"“Never you mind,” said Professor Grubbly-Plank repressively,"
8522,which had been her attitude last time Hagrid had failed to turn up for
8523,"a class too. Smirking all over his pointed face, Draco Malfoy leaned"
8524,across Harry and seized the largest bowtruckle.
8525,"“Maybe,” said Malfoy in an undertone, so that only Harry could"
8526,"hear him, “the stupid great oaf ’s got himself badly injured.”"
8527,"“Maybe you will if you don’t shut up,” said Harry out of the side of"
8528,his mouth.
8529, 259  
8530,CHAPTER THIRTEEN
8531,"“Maybe he’s been messing with stuff that’s too big for him, if you"
8532,get my drift.”
8533,"Malfoy walked away, smirking over his shoulder at Harry, who sud-"
8534,denly felt sick. Did Malfoy know something? His father was a Death
8535,"Eater, after all; what if he had information about Hagrid’s fate that"
8536,had not yet reached the Order’s ears? He hurried back around the
8537,"table to Ron and Hermione, who were squatting on the grass some"
8538,distance away and attempting to persuade a bowtruckle to remain still
8539,"long enough to draw it. Harry pulled out parchment and quill,"
8540,"crouched down beside the others, and related in a whisper what Mal-"
8541,foy had just said.
8542,"“Dumbledore would know if something had happened to Hagrid,”"
8543,said Hermione at once. “It’s just playing into Malfoy’s hands to look
8544,"worried, it tells him we don’t know exactly what’s going on. We’ve got"
8545,"to ignore him, Harry. Here, hold the bowtruckle for a moment, just"
8546,so I can draw its face. . . .”
8547,"“Yes,” came Malfoy’s clear drawl from the group nearest them,"
8548,"“Father was talking to the Minister just a couple of days ago, you"
8549,"know, and it sounds as though the Ministry’s really determined to"
8550,crack down on substandard teaching in this place. So even if that over-
8551,"grown moron does show up again, he’ll probably be sent packing"
8552,straight away.”
8553,“OUCH!”
8554,Harry had gripped the bowtruckle so hard that it had almost
8555,snapped; it had just taken a great retaliatory swipe at his hand with its
8556,"sharp fingers, leaving two long deep cuts there. Harry dropped it;"
8557,"Crabbe and Goyle, who had already been guffawing at the idea of Ha-"
8558,"grid being sacked, laughed still harder as the bowtruckle set off at full"
8559,"tilt toward the forest, a little, moving stickman soon swallowed up by"
8560,the tree roots. When the bell echoed distantly over the grounds Harry
8561,rolled up his bloodstained bowtruckle picture and marched off to
8562, 260  
8563,DETENTION WITH
8564,DOLORES
8565,Herbology with his hand wrapped in a handkerchief of Hermione’s
8566,and Malfoy’s derisive laughter still ringing in his ears.
8567,“If he calls Hagrid a moron one more time . . .” snarled Harry.
8568,"“Harry, don’t go picking a row with Malfoy, don’t forget, he’s a pre-"
8569,"fect now, he could make life difficult for you. . . .”"
8570,"“Wow, I wonder what it’d be like to have a difficult life?” said Harry"
8571,"sarcastically. Ron laughed, but Hermione frowned. Together they"
8572,traipsed across the vegetable patch. The sky still appeared unable to
8573,make up its mind whether it wanted to rain or not.
8574,"“I just wish Hagrid would hurry up and get back, that’s all,” said"
8575,"Harry in a low voice, as they reached the greenhouses. “And don’t say"
8576,that Grubbly-Plank woman’s a better teacher!” he added threateningly.
8577,"“I wasn’t going to,” said Hermione calmly."
8578,"“Because she’ll never be as good as Hagrid,” said Harry firmly, fully"
8579,aware that he had just experienced an exemplary Care of Magical
8580,Creatures lesson and was thoroughly annoyed about it.
8581,The door of the nearest greenhouse opened and some fourth years
8582,"spilled out of it, including Ginny."
8583,"“Hi,” she said brightly as she passed. A few seconds later, Luna"
8584,"Lovegood emerged, trailing behind the rest of the class, a smudge of"
8585,earth on her nose and her hair tied in a knot on the top of her head.
8586,"When she saw Harry, her prominent eyes seemed to bulge excitedly"
8587,and she made a beeline straight for him. Many of his classmates
8588,"turned curiously to watch. Luna took a great breath and then said,"
8589,without so much as a preliminary hello: “I believe He-Who-Must-
8590,"Not-Be-Named is back, and I believe you fought him and escaped"
8591,from him.”
8592,"“Er — right,” said Harry awkwardly. Luna was wearing what"
8593,"looked like a pair of orange radishes for earrings, a fact that Parvati"
8594,"and Lavender seemed to have noticed, as they were both giggling and"
8595,pointing at her earlobes.
8596, 261   
8597,CHAPTER THIRTEEN
8598,"“You can laugh!” Luna said, her voice rising, apparently under the"
8599,impression that Parvati and Lavender were laughing at what she had
8600,said rather than what she was wearing. “But people used to believe there
8601,were no such things as the Blibbering Humdinger or the Crumple-
8602,Horned Snorkack!”
8603,"“Well, they were right, weren’t they?” said Hermione impatiently."
8604,“There weren’t any such things as the Blibbering Humdinger or the
8605,Crumple-Horned Snorkack.”
8606,"Luna gave her a withering look and flounced away, radishes swing-"
8607,ing madly. Parvati and Lavender were not the only ones hooting with
8608,laughter now.
8609,“D’you mind not offending the only people who believe me?”
8610,Harry asked Hermione as they made their way into class.
8611,"“Oh, for heaven’s sake, Harry, you can do better than her,” said"
8612,"Hermione. “Ginny’s told me all about her, apparently she’ll only be-"
8613,"lieve in things as long as there’s no proof at all. Well, I wouldn’t expect"
8614,anything else from someone whose father runs The Quibbler.”
8615,Harry thought of the sinister winged horses he had seen on the
8616,night he had arrived and how Luna had said she could see them too.
8617,His spirits sank slightly. Had she been lying? But before he could de-
8618,"vote much more thought to the matter, Ernie Macmillan had stepped"
8619,up to him.
8620,"“I want you to know, Potter,” he said in a loud, carrying voice, “that"
8621,it’s not only weirdos who support you. I personally believe you one
8622,hundred percent. My family have always stood firm behind Dumble-
8623,"dore, and so do I.”"
8624,"“Er — thanks very much, Ernie,” said Harry, taken aback but"
8625,"pleased. Ernie might be pompous on occasions like these, but Harry"
8626,was in a mood to deeply appreciate a vote of confidence from some-
8627,body who was not wearing radishes in their ears. Ernie’s words had
8628,"certainly wiped the smile from Lavender Brown’s face and, as he"
8629, 262  
8630,DETENTION WITH
8631,DOLORES
8632,"turned to talk to Ron and Hermione, Harry caught Seamus’s expres-"
8633,"sion, which looked both confused and defiant."
8634,"To nobody’s surprise, Professor Sprout started their lesson by lec-"
8635,turing them about the importance of O.W.L.s. Harry wished all the
8636,"teachers would stop doing this; he was starting to get an anxious,"
8637,twisted feeling in his stomach every time he remembered how much
8638,"homework he had to do, a feeling that worsened dramatically when"
8639,Professor Sprout gave them yet another essay at the end of class. Tired
8640,"and smelling strongly of dragon dung, Professor Sprout’s preferred"
8641,"brand of fertilizer, the Gryffindors trooped back up to the castle an"
8642,"hour and a half later, none of them talking very much; it had been an-"
8643,other long day.
8644,"As Harry was starving, and he had his first detention with Um-"
8645,"bridge at five o’clock, he headed straight for dinner without dropping"
8646,off his bag in Gryffindor Tower so that he could bolt something down
8647,before facing whatever she had in store for him. He had barely reached
8648,"the entrance of the Great Hall, however, when a loud and angry voice"
8649,"said, “Oy, Potter!”"
8650,"“What now?” he muttered wearily, turning to face Angelina John-"
8651,"son, who looked as though she was in a towering temper."
8652,"“I’ll tell you what now,” she said, marching straight up to him and"
8653,poking him hard in the chest with her finger. “How come you’ve
8654,landed yourself in detention for five o’clock on Friday?”
8655,"“What?” said Harry. “Why . . . oh yeah, Keeper tryouts!”"
8656,“Now he remembers!” snarled Angelina. “Didn’t I tell you I wanted
8657,"to do a tryout with the whole team, and find someone who fitted in"
8658,with everyone? Didn’t I tell you I’d booked the Quidditch pitch spe-
8659,cially? And now you’ve decided you’re not going to be there!”
8660,"“I didn’t decide not to be there!” said Harry, stung by the injustice"
8661,"of these words. “I got detention from that Umbridge woman, just be-"
8662,cause I told her the truth about You-Know-Who —”
8663, 263  
8664,CHAPTER THIRTEEN
8665,"“Well, you can just go straight to her and ask her to let you off on"
8666,"Friday,” said Angelina fiercely, “and I don’t care how you do it, tell her"
8667,"You-Know-Who’s a figment of your imagination if you like, just make"
8668,sure you’re there!”
8669,She stormed away.
8670,“You know what?” Harry said to Ron and Hermione as they en-
8671,tered the Great Hall. “I think we’d better check with Puddlemere
8672,"United whether Oliver Wood’s been killed during a training session,"
8673,because she seems to be channeling his spirit.”
8674,“What d’you reckon are the odds of Umbridge letting you off on
8675,"Friday?” said Ron skeptically, as they sat down at the Gryffindor table."
8676,"“Less than zero,” said Harry glumly, tipping lamb chops onto his"
8677,"plate and starting to eat. “Better try, though, hadn’t I? I’ll offer to do"
8678,"two more detentions or something, I dunno. . . .” He swallowed a"
8679,"mouthful of potato and added, “I hope she doesn’t keep me too long"
8680,"this evening. You realize we’ve got to write three essays, practice Van-"
8681,"ishing Spells for McGonagall, work out a countercharm for Flitwick,"
8682,"finish the bowtruckle drawing, and start that stupid dream diary for"
8683,Trelawney?”
8684,Ron moaned and for some reason glanced up at the ceiling.
8685,“And it looks like it’s going to rain.”
8686,"“What’s that got to do with our homework?” said Hermione, her"
8687,eyebrows raised.
8688,"“Nothing,” said Ron at once, his ears reddening."
8689,At five to five Harry bade the other two good-bye and set off for
8690,Umbridge’s office on the third floor. When he knocked on the door
8691,"she said, “Come in,” in a sugary voice. He entered cautiously, looking"
8692,around.
8693,He had known this office under three of its previous occupants. In
8694,the days when Gilderoy Lockhart had lived here it had been plastered
8695,"in beaming portraits of its owner. When Lupin had occupied it, it was"
8696,likely you would meet some fascinating Dark creature in a cage or
8697, 264   
8698,DETENTION WITH
8699,DOLORES
8700,tank if you came to call. In the impostor Moody’s days it had been
8701,packed with various instruments and artifacts for the detection of
8702,wrongdoing and concealment.
8703,"Now, however, it looked totally unrecognizable. The surfaces had"
8704,all been draped in lacy covers and cloths. There were several vases full
8705,"of dried flowers, each residing on its own doily, and on one of the"
8706,"walls was a collection of ornamental plates, each decorated with a"
8707,large technicolor kitten wearing a different bow around its neck.
8708,"These were so foul that Harry stared at them, transfixed, until Profes-"
8709,sor Umbridge spoke again.
8710,"“Good evening, Mr. Potter.”"
8711,Harry started and looked around. He had not noticed her at first
8712,because she was wearing a luridly flowered set of robes that blended
8713,only too well with the tablecloth on the desk behind her.
8714,"“Evening,” Harry said stiffly."
8715,"“Well, sit down,” she said, pointing toward a small table draped in"
8716,lace beside which she had drawn up a straight-backed chair. A piece of
8717,"blank parchment lay on the table, apparently waiting for him."
8718,"“Er,” said Harry, without moving. “Professor Umbridge? Er —"
8719,"before we start, I-I wanted to ask you a . . . a favor.”"
8720,Her bulging eyes narrowed.
8721,“Oh yes?”
8722,“Well I’m . . . I’m on the Gryffindor Quidditch team. And I was
8723,supposed to be at the tryouts for the new Keeper at five o’clock on Fri-
8724,day and I was — was wondering whether I could skip detention that
8725,night and do it — do it another night . . . instead . . .”
8726,He knew long before he reached the end of his sentence that it was
8727,no good.
8728,"“Oh no,” said Umbridge, smiling so widely that she looked as"
8729,"though she had just swallowed a particularly juicy fly. “Oh no, no, no."
8730,"This is your punishment for spreading evil, nasty, attention-seeking"
8731,"stories, Mr. Potter, and punishments certainly cannot be adjusted to"
8732,  265 
8733,CHAPTER THIRTEEN
8734,"suit the guilty one’s convenience. No, you will come here at five"
8735,"o’clock tomorrow, and the next day, and on Friday too, and you will"
8736,do your detentions as planned. I think it rather a good thing that you
8737,are missing something you really want to do. It ought to reinforce the
8738,lesson I am trying to teach you.”
8739,Harry felt the blood surge to his head and heard a thumping noise
8740,"in his ears. So he told evil, nasty, attention-seeking stories, did he?"
8741,"She was watching him with her head slightly to one side, still smil-"
8742,"ing widely, as though she knew exactly what he was thinking and was"
8743,waiting to see whether he would start shouting again. With a massive
8744,"effort Harry looked away from her, dropped his schoolbag beside the"
8745,"straight-backed chair, and sat down."
8746,"“There,” said Umbridge sweetly, “we’re getting better at controlling"
8747,"our temper already, aren’t we? Now, you are going to be doing some"
8748,"lines for me, Mr. Potter. No, not with your quill,” she added, as Harry"
8749,bent down to open his bag. “You’re going to be using a rather special
8750,one of mine. Here you are.”
8751,"She handed him a long, thin black quill with an unusually sharp"
8752,point.
8753,"“I want you to write ‘I must not tell lies,’ ” she told him softly."
8754,"“How many times?” Harry asked, with a creditable imitation of"
8755,politeness.
8756,"“Oh, as long as it takes for the message to sink in,” said Umbridge"
8757,sweetly. “Off you go.”
8758,"She moved over to her desk, sat down, and bent over a stack of"
8759,parchment that looked like essays for marking. Harry raised the sharp
8760,black quill and then realized what was missing.
8761,"“You haven’t given me any ink,” he said."
8762,"“Oh, you won’t need ink,” said Professor Umbridge with the mer-"
8763,est suggestion of a laugh in her voice.
8764,Harry placed the point of the quill on the paper and wrote: I must
8765,not tell lies.
8766,  266  
8767,DETENTION WITH
8768,DOLORES
8769,He let out a gasp of pain. The words had appeared on the parch-
8770,"ment in what appeared to be shining red ink. At the same time, the"
8771,"words had appeared on the back of Harry’s right hand, cut into his"
8772,skin as though traced there by a scalpel — yet even as he stared at the
8773,"shining cut, the skin healed over again, leaving the place where it had"
8774,been slightly redder than before but quite smooth.
8775,"Harry looked around at Umbridge. She was watching him, her"
8776,"wide, toadlike mouth stretched in a smile."
8777,“Yes?”
8778,"“Nothing,” said Harry quietly."
8779,"He looked back at the parchment, placed the quill upon it once"
8780,"more, wrote I must not tell lies, and felt the searing pain on the back of"
8781,his hand for a second time; once again the words had been cut into his
8782,"skin, once again they healed over seconds later."
8783,And on it went. Again and again Harry wrote the words on the
8784,"parchment in what he soon came to realize was not ink, but his own"
8785,blood. And again and again the words were cut into the back of his
8786,"hand, healed, and then reappeared the next time he set quill to"
8787,parchment.
8788,Darkness fell outside Umbridge’s window. Harry did not ask when
8789,he would be allowed to stop. He did not even check his watch. He
8790,knew she was watching him for signs of weakness and he was not go-
8791,"ing to show any, not even if he had to sit here all night, cutting open"
8792,his own hand with this quill. . . .
8793,"“Come here,” she said, after what seemed hours."
8794,He stood up. His hand was stinging painfully. When he looked
8795,"down at it he saw that the cut had healed, but that the skin there was"
8796,red raw.
8797,"“Hand,” she said."
8798,He extended it. She took it in her own. Harry repressed a shudder
8799,"as she touched him with her thick, stubby fingers on which she wore"
8800,a number of ugly old rings.
8801, 267   
8802,CHAPTER THIRTEEN
8803,"“Tut, tut, I don’t seem to have made much of an impression yet,”"
8804,"she said, smiling. “Well, we’ll just have to try again tomorrow"
8805,"evening, won’t we? You may go.”"
8806,Harry left her office without a word. The school was quite deserted;
8807,"it was surely past midnight. He walked slowly up the corridor then,"
8808,when he had turned the corner and was sure that she would not hear
8809,"him, broke into a run."
8810,"He had not had time to practice Vanishing Spells, had not written a"
8811,"single dream in his dream diary, and had not finished the drawing of"
8812,"the bowtruckle, nor had he written his essays. He skipped breakfast"
8813,next morning to scribble down a couple of made-up dreams for Div-
8814,"ination, their first lesson, and was surprised to find a disheveled Ron"
8815,keeping him company.
8816,"“How come you didn’t do it last night?” Harry asked, as Ron stared"
8817,"wildly around the common room for inspiration. Ron, who had been"
8818,"fast asleep when Harry got back to the dormitory, muttered some-"
8819,"thing about “doing other stuff,” bent low over his parchment, and"
8820,scrawled a few words.
8821,"“That’ll have to do,” he said, slamming the diary shut, “I’ve said I"
8822,"dreamed I was buying a new pair of shoes, she can’t make anything"
8823,"weird out of that, can she?”"
8824,They hurried off to North Tower together.
8825,"“How was detention with Umbridge, anyway? What did she make"
8826,you do?”
8827,"Harry hesitated for a fraction of a second, then said, “Lines.”"
8828,"“That’s not too bad, then, eh?” said Ron."
8829,"“Nope,” said Harry."
8830,“Hey — I forgot — did she let you off for Friday?”
8831,"“No,” said Harry."
8832,Ron groaned sympathetically.
8833,It was another bad day for Harry; he was one of the worst in Trans-
8834, 268  
8835,DETENTION WITH
8836,DOLORES
8837,"figuration, not having practiced Vanishing Spells at all. He had to give"
8838,"up his lunch hour to complete the picture of the bowtruckle, and"
8839,"meanwhile, Professors McGonagall, Grubbly-Plank, and Sinistra gave"
8840,"them yet more homework, which he had no prospect of finishing that"
8841,"evening because of his second detention with Umbridge. To cap it all,"
8842,"Angelina Johnson tracked him down at dinner again and, on learning"
8843,"that he would not be able to attend Friday’s Keeper tryouts, told him"
8844,she was not at all impressed by his attitude and that she expected play-
8845,ers who wished to remain on the team to put training before their
8846,other commitments.
8847,“I’m in detention!” Harry yelled after her as she stalked away.
8848,“D’you think I’d rather be stuck in a room with that old toad or play-
8849,ing Quidditch?”
8850,"“At least it’s only lines,” said Hermione consolingly, as Harry sank"
8851,"back onto his bench and looked down at his steak-and-kidney pie,"
8852,which he no longer fancied very much. “It’s not as if it’s a dreadful
8853,"punishment, really. . . .”"
8854,"Harry opened his mouth, closed it again, and nodded. He was not"
8855,really sure why he was not telling Ron and Hermione exactly what was
8856,happening in Umbridge’s room: He only knew that he did not want
8857,to see their looks of horror; that would make the whole thing seem
8858,worse and therefore more difficult to face. He also felt dimly that this
8859,"was between himself and Umbridge, a private battle of wills, and he"
8860,was not going to give her the satisfaction of hearing that he had com-
8861,plained about it.
8862,"“I can’t believe how much homework we’ve got,” said Ron"
8863,miserably.
8864,"“Well, why didn’t you do any last night?” Hermione asked him."
8865,“Where were you anyway?”
8866,"“I was . . . I fancied a walk,” said Ron shiftily."
8867,Harry had the distinct impression that he was not alone in con-
8868,cealing things at the moment.
8869, 269  
8870,CHAPTER THIRTEEN
8871,      
8872,The second detention was just as bad as the previous one. The skin on
8873,"the back of Harry’s hand became irritated more quickly now, red and"
8874,inflamed; Harry thought it unlikely to keep healing as effectively for
8875,long. Soon the cut would remain etched in his hand and Umbridge
8876,"would, perhaps, be satisfied. He let no moan of pain escape him, how-"
8877,"ever, and from the moment of entering the room to the moment of his"
8878,"dismissal, again past midnight, he said nothing but “Good evening”"
8879,and “Good night.”
8880,"His homework situation, however, was now desperate, and when"
8881,"he returned to the Gryffindor common room he did not, though ex-"
8882,"hausted, go to bed, but opened his books and began Snape’s moon-"
8883,stone essay. It was half-past two by the time he had finished it. He
8884,"knew he had done a poor job, but there was no help for it; unless he"
8885,had something to give in he would be in detention with Snape next.
8886,He then dashed off answers to the questions Professor McGonagall
8887,"had set them, cobbled together something on the proper handling of"
8888,"bowtruckles for Professor Grubbly-Plank, and staggered up to bed,"
8889,where he fell fully clothed on top of the bed covers and fell asleep
8890,immediately.
8891,"Thursday passed in a haze of tiredness. Ron seemed very sleepy too,"
8892,though Harry could not see why he should be. Harry’s third detention
8893,"passed in the same way as the previous two, except that after two"
8894,hours the words “I must not tell lies” did not fade from the back of
8895,"Harry’s hand, but remained scratched there, oozing droplets of blood."
8896,The pause in the pointed quill’s scratching made Professor Umbridge
8897,look up.
8898,"“Ah,” she said softly, moving around her desk to examine his hand"
8899,"herself. “Good. That ought to serve as a reminder to you, oughtn’t it?"
8900,You may leave for tonight.”
8901, 270   
8902,DETENTION WITH
8903,DOLORES
8904,"“Do I still have to come back tomorrow?” said Harry, picking up"
8905,his schoolbag with his left hand rather than his smarting right.
8906,"“Oh yes,” said Professor Umbridge, smiling widely as before. “Yes,"
8907,I think we can etch the message a little deeper with another evening’s
8908,work.”
8909,He had never before considered the possibility that there might be
8910,"another teacher in the world he hated more than Snape, but as he"
8911,walked back toward Gryffindor Tower he had to admit he had found
8912,"a contender. She’s evil, he thought, as he climbed a staircase to the sev-"
8913,"enth floor, she’s an evil, twisted, mad, old —"
8914,“Ron?”
8915,"He had reached the top of the stairs, turned right, and almost"
8916,"walked into Ron, who was lurking behind a statue of Lachlan the"
8917,"Lanky, clutching his broomstick. He gave a great leap of surprise"
8918,when he saw Harry and attempted to hide his new Cleansweep Eleven
8919,behind his back.
8920,“What are you doing?”
8921,“Er — nothing. What are you doing?”
8922,Harry frowned at him.
8923,"“Come on, you can tell me! What are you hiding here for?”"
8924,"“I’m — I’m hiding from Fred and George, if you must know,” said"
8925,"Ron. “They just went past with a bunch of first years, I bet they’re"
8926,"testing stuff on them again, I mean, they can’t do it in the common"
8927,"room now, can they, not with Hermione there.”"
8928,"He was talking in a very fast, feverish way."
8929,"“But what have you got your broom for, you haven’t been flying,"
8930,have you?” Harry asked.
8931,"“I — well — well, okay, I’ll tell you, but don’t laugh, all right?” Ron"
8932,"said defensively, turning redder with every second. “I-I thought I’d try"
8933,out for Gryffindor Keeper now I’ve got a decent broom. There. Go on.
8934,Laugh.”
8935, 271   
8936,CHAPTER THIRTEEN
8937,"“I’m not laughing,” said Harry. Ron blinked. “It’s a brilliant idea!"
8938,It’d be really cool if you got on the team! I’ve never seen you play
8939,"Keeper, are you good?”"
8940,"“I’m not bad,” said Ron, who looked immensely relieved at Harry’s"
8941,"reaction. “Charlie, Fred, and George always made me Keep for them"
8942,when they were training during the holidays.”
8943,“So you’ve been practicing tonight?”
8944,"“Every evening since Tuesday . . . just on my own, though, I’ve"
8945,"been trying to bewitch Quaffles to fly at me, but it hasn’t been easy"
8946,and I don’t know how much use it’ll be.” Ron looked nervous and
8947,anxious. “Fred and George are going to laugh themselves stupid when
8948,I turn up for the tryouts. They haven’t stopped taking the mickey out
8949,of me since I got made a prefect.”
8950,"“I wish I was going to be there,” said Harry bitterly, as they set off"
8951,together toward the common room.
8952,"“Yeah, so do — Harry, what’s that on the back of your hand?”"
8953,"Harry, who had just scratched his nose with his free right hand,"
8954,"tried to hide it, but had as much success as Ron with his Cleansweep."
8955,“It’s just a cut — it’s nothing — it’s —”
8956,But Ron had grabbed Harry’s forearm and pulled the back of
8957,"Harry’s hand up level with his eyes. There was a pause, during which"
8958,"he stared at the words carved into the skin, then he released Harry,"
8959,looking sick.
8960,“I thought you said she was giving you lines?”
8961,"Harry hesitated, but after all, Ron had been honest with him, so he"
8962,told Ron the truth about the hours he had been spending in Um-
8963,bridge’s office.
8964,“The old hag!” Ron said in a revolted whisper as they came to a halt
8965,"in front of the Fat Lady, who was dozing peacefully with her head"
8966,"against her frame. “She’s sick! Go to McGonagall, say something!”"
