,Harry Potter
1992,spread his arms so that they could see his clothes more clearly. He
1993, 65  
1994,CHAPTER SIX
1995,was wearing what appeared to be a golfing sweater and a very old
1996,"pair of jeans, slightly too big for him and held up with a thick"
1997,leather belt.
1998,“What d’you think?” he asked anxiously. “We’re supposed to go
1999,"incognito — do I look like a Muggle, Harry?”"
2000,"“Yeah,” said Harry, smiling, “very good.”"
2001,"“Where’re Bill and Charlie and Per-Per-Percy?” said George, fail-"
2002,ing to stifle a huge yawn.
2003,"“Well, they’re Apparating, aren’t they?” said Mrs. Weasley, heav-"
2004,ing the large pot over to the table and starting to ladle porridge into
2005,bowls. “So they can have a bit of a lie-in.”
2006,Harry knew that Apparating meant disappearing from one place
2007,"and reappearing almost instantly in another, but had never known"
2008,"any Hogwarts student to do it, and understood that it was very"
2009,difficult.
2010,"“So they’re still in bed?” said Fred grumpily, pulling his bowl of"
2011,porridge toward him. “Why can’t we Apparate too?”
2012,"“Because you’re not of age and you haven’t passed your test,”"
2013,snapped Mrs. Weasley. “And where have those girls got to?”
2014,She bustled out of the kitchen and they heard her climbing the
2015,stairs.
2016,“You have to pass a test to Apparate?” Harry asked.
2017,"“Oh yes,” said Mr. Weasley, tucking the tickets safely into the"
2018,back pocket of his jeans. “The Department of Magical Transporta-
2019,tion had to fine a couple of people the other day for Apparating
2020,"without a license. It’s not easy, Apparition, and when it’s not done"
2021,properly it can lead to nasty complications. This pair I’m talking
2022,about went and splinched themselves.”
2023,Everyone around the table except Harry winced.
2024, 66  
2025,THE PORTKEY
2026,“Er — splinched ?” said Harry.
2027,"“They left half of themselves behind,” said Mr. Weasley, now"
2028,"spooning large amounts of treacle onto his porridge. “So, of course,"
2029,they were stuck. Couldn’t move either way. Had to wait for the
2030,Accidental Magic Reversal Squad to sort them out. Meant a fair old
2031,"bit of paperwork, I can tell you, what with the Muggles who spot-"
2032,ted the body parts they’d left behind. . . .”
2033,Harry had a sudden vision of a pair of legs and an eyeball lying
2034,abandoned on the pavement of Privet Drive.
2035,"“Were they okay?” he asked, startled."
2036,"“Oh yes,” said Mr. Weasley matter-of-factly. “But they got a"
2037,"heavy fine, and I don’t think they’ll be trying it again in a hurry."
2038,You don’t mess around with Apparition. There are plenty of adult
2039,"wizards who don’t bother with it. Prefer brooms — slower, but"
2040,safer.”
2041,“But Bill and Charlie and Percy can all do it?”
2042,"“Charlie had to take the test twice,” said Fred, grinning. “He"
2043,"failed the first time, Apparated five miles south of where he meant"
2044,"to, right on top of some poor old dear doing her shopping,"
2045,remember?”
2046,"“Yes, well, he passed the second time,” said Mrs. Weasley,"
2047,marching back into the kitchen amid hearty sniggers.
2048,"“Percy only passed two weeks ago,” said George. “He’s been"
2049,"Apparating downstairs every morning since, just to prove he can.”"
2050,There were footsteps down the passageway and Hermione and
2051,"Ginny came into the kitchen, both looking pale and drowsy."
2052,"“Why do we have to be up so early?” Ginny said, rubbing her"
2053,eyes and sitting down at the table.
2054,"“We’ve got a bit of a walk,” said Mr. Weasley."
2055, 67  
2056,CHAPTER SIX
2057,"“Walk?” said Harry. “What, are we walking to the World Cup?”"
2058,"“No, no, that’s miles away,” said Mr. Weasley, smiling. “We only"
2059,need to walk a short way. It’s just that it’s very difficult for a large
2060,number of wizards to congregate without attracting Muggle atten-
2061,tion. We have to be very careful about how we travel at the best of
2062,"times, and on a huge occasion like the Quidditch World Cup —”"
2063,"“George!” said Mrs. Weasley sharply, and they all jumped."
2064,"“What?” said George, in an innocent tone that deceived nobody."
2065,“What is that in your pocket?”
2066,“Nothing!”
2067,“Don’t you lie to me!”
2068,"Mrs. Weasley pointed her wand at George’s pocket and said,"
2069,“Accio!”
2070,"Several small, brightly colored objects zoomed out of George’s"
2071,"pocket; he made a grab for them but missed, and they sped right"
2072,into Mrs. Weasley’s outstretched hand.
2073,"“We told you to destroy them!” said Mrs. Weasley furiously,"
2074,holding up what were unmistakably more Ton-Tongue Toffees.
2075,"“We told you to get rid of the lot! Empty your pockets, go on, both"
2076,of you!”
2077,It was an unpleasant scene; the twins had evidently been trying
2078,"to smuggle as many toffees out of the house as possible, and it was"
2079,only by using her Summoning Charm that Mrs. Weasley managed
2080,to find them all.
2081,"“Accio! Accio! Accio!” she shouted, and toffees zoomed from all"
2082,"sorts of unlikely places, including the lining of George’s jacket and"
2083,the turn-ups of Fred’s jeans.
2084,“We spent six months developing those!” Fred shouted at his
2085,mother as she threw the toffees away.
2086, 68 
2087,THE PORTKEY
2088,“Oh a fine way to spend six months!” she shrieked. “No wonder
2089,you didn’t get more O.W.L.s!”
2090,"All in all, the atmosphere was not very friendly as they took their"
2091,departure. Mrs. Weasley was still glowering as she kissed Mr.
2092,"Weasley on the cheek, though not nearly as much as the twins, who"
2093,had each hoisted their rucksacks onto their backs and walked out
2094,without a word to her.
2095,"“Well, have a lovely time,” said Mrs. Weasley, “and behave your-"
2096,"selves,” she called after the twins’ retreating backs, but they did not"
2097,"look back or answer. “I’ll send Bill, Charlie, and Percy along"
2098,"around midday,” Mrs. Weasley said to Mr. Weasley, as he, Harry,"
2099,"Ron, Hermione, and Ginny set off across the dark yard after Fred"
2100,and George.
2101,"It was chilly and the moon was still out. Only a dull, greenish"
2102,tinge along the horizon to their right showed that daybreak was
2103,"drawing closer. Harry, having been thinking about thousands of"
2104,"wizards speeding toward the Quidditch World Cup, sped up to"
2105,walk with Mr. Weasley.
2106,“So how does everyone get there without all the Muggles notic-
2107,ing?” he asked.
2108,"“It’s been a massive organizational problem,” sighed Mr."
2109,"Weasley. “The trouble is, about a hundred thousand wizards turn"
2110,"up at the World Cup, and of course, we just haven’t got a magical"
2111,site big enough to accommodate them all. There are places Mug-
2112,"gles can’t penetrate, but imagine trying to pack a hundred thousand"
2113,wizards into Diagon Alley or platform nine and three-quarters. So
2114,"we had to find a nice deserted moor, and set up as many anti-"
2115,Muggle precautions as possible. The whole Ministry’s been work-
2116,"ing on it for months. First, of course, we have to stagger the"
2117, 69  
2118,CHAPTER SIX
2119,arrivals. People with cheaper tickets have to arrive two weeks
2120,"beforehand. A limited number use Muggle transport, but we can’t"
2121,"have too many clogging up their buses and trains — remember,"
2122,"wizards are coming from all over the world. Some Apparate, of"
2123,"course, but we have to set up safe points for them to appear, well"
2124,away from Muggles. I believe there’s a handy wood they’re using as
2125,"the Apparition point. For those who don’t want to Apparate, or"
2126,"can’t, we use Portkeys. They’re objects that are used to transport"
2127,wizards from one spot to another at a prearranged time. You can do
2128,large groups at a time if you need to. There have been two hundred
2129,"Portkeys placed at strategic points around Britain, and the nearest"
2130,"one to us is up at the top of Stoatshead Hill, so that’s where we’re"
2131,headed.”
2132,"Mr. Weasley pointed ahead of them, where a large black mass"
2133,rose beyond the village of Ottery St. Catchpole.
2134,“What sort of objects are Portkeys?” said Harry curiously.
2135,"“Well, they can be anything,” said Mr. Weasley. “Unobtrusive"
2136,"things, obviously, so Muggles don’t go picking them up and play-"
2137,ing with them . . . stuff they’ll just think is litter. . . .”
2138,"They trudged down the dark, dank lane toward the village, the"
2139,silence broken only by their footsteps. The sky lightened very
2140,"slowly as they made their way through the village, its inky black-"
2141,ness diluting to deepest blue. Harry’s hands and feet were freezing.
2142,Mr. Weasley kept checking his watch.
2143,They didn’t have breath to spare for talking as they began to
2144,"climb Stoatshead Hill, stumbling occasionally in hidden rabbit"
2145,"holes, slipping on thick black tuffets of grass. Each breath Harry"
2146,took was sharp in his chest and his legs were starting to seize up
2147,"when, at last, his feet found level ground."
2148,  70  
2149,THE PORTKEY
2150,"“Whew,” panted Mr. Weasley, taking off his glasses and wiping"
2151,"them on his sweater. “Well, we’ve made good time — we’ve got ten"
2152,minutes. . . .”
2153,"Hermione came over the crest of the hill last, clutching a stitch"
2154,in her side.
2155,"“Now we just need the Portkey,” said Mr. Weasley, replacing his"
2156,glasses and squinting around at the ground. “It won’t be big. . . .
2157,Come on . . .”
2158,"They spread out, searching. They had only been at it for a cou-"
2159,"ple of minutes, however, when a shout rent the still air."
2160,"“Over here, Arthur! Over here, son, we’ve got it!”"
2161,Two tall figures were silhouetted against the starry sky on the
2162,other side of the hilltop.
2163,"“Amos!” said Mr. Weasley, smiling as he strode over to the man"
2164,who had shouted. The rest of them followed.
2165,Mr. Weasley was shaking hands with a ruddy-faced wizard with
2166,"a scrubby brown beard, who was holding a moldy-looking old boot"
2167,in his other hand.
2168,"“This is Amos Diggory, everyone,” said Mr. Weasley. “He works"
2169,for the Department for the Regulation and Control of Magical
2170,"Creatures. And I think you know his son, Cedric?”"
2171,Cedric Diggory was an extremely handsome boy of around sev-
2172,enteen. He was Captain and Seeker of the Hufflepuff House Quid-
2173,ditch team at Hogwarts.
2174,"“Hi,” said Cedric, looking around at them all."
2175,"Everybody said hi back except Fred and George, who merely"
2176,nodded. They had never quite forgiven Cedric for beating their
2177,"team, Gryffindor, in the first Quidditch match of the previous year."
2178,"“Long walk, Arthur?” Cedric’s father asked."
2179, 71 
2180,CHAPTER SIX
2181,"“Not too bad,” said Mr. Weasley. “We live just on the other side"
2182,of the village there. You?”
2183,"“Had to get up at two, didn’t we, Ced? I tell you, I’ll be glad"
2184,when he’s got his Apparition test. Still . . . not complaining . . .
2185,"Quidditch World Cup, wouldn’t miss it for a sackful of Gal-"
2186,"leons — and the tickets cost about that. Mind you, looks like I got"
2187,off easy. . . .” Amos Diggory peered good-naturedly around at the
2188,"three Weasley boys, Harry, Hermione, and Ginny. “All these yours,"
2189,Arthur?”
2190,"“Oh no, only the redheads,” said Mr. Weasley, pointing out his"
2191,"children. “This is Hermione, friend of Ron’s — and Harry, an-"
2192,other friend —”
2193,"“Merlin’s beard,” said Amos Diggory, his eyes widening. “Harry?"
2194,Harry Potter?”
2195,"“Er — yeah,” said Harry."
2196,Harry was used to people looking curiously at him when they
2197,"met him, used to the way their eyes moved at once to the lightning"
2198,"scar on his forehead, but it always made him feel uncomfortable."
2199,"“Ced’s talked about you, of course,” said Amos Diggory. “Told"
2200,"us all about playing against you last year. . . . I said to him, I"
2201,"said — Ced, that’ll be something to tell your grandchildren, that"
2202,will. . . . You beat Harry Potter!”
2203,"Harry couldn’t think of any reply to this, so he remained silent."
2204,Fred and George were both scowling again. Cedric looked slightly
2205,embarrassed.
2206,"“Harry fell off his broom, Dad,” he muttered. “I told you . . . it"
2207,was an accident. . . .”
2208,"“Yes, but you didn’t fall off, did you?” roared Amos genially, slap-"
2209,"ping his son on his back. “Always modest, our Ced, always the gen-"
2210,  72 
2211,THE PORTKEY
2212,"tleman . . . but the best man won, I’m sure Harry’d say the same,"
2213,"wouldn’t you, eh? One falls off his broom, one stays on, you don’t"
2214,need to be a genius to tell which one’s the better flier!”
2215,"“Must be nearly time,” said Mr. Weasley quickly, pulling out his"
2216,"watch again. “Do you know whether we’re waiting for any more,"
2217,Amos?”
2218,"“No, the Lovegoods have been there for a week already and the"
2219,"Fawcetts couldn’t get tickets,” said Mr. Diggory. “There aren’t any"
2220,"more of us in this area, are there?”"
2221,"“Not that I know of,” said Mr. Weasley. “Yes, it’s a minute"
2222,off. . . . We’d better get ready. . . .”
2223,He looked around at Harry and Hermione.
2224,"“You just need to touch the Portkey, that’s all, a finger will do —”"
2225,"With difficulty, owing to their bulky backpacks, the nine of"
2226,them crowded around the old boot held out by Amos Diggory.
2227,"They all stood there, in a tight circle, as a chill breeze swept over"
2228,the hilltop. Nobody spoke. It suddenly occurred to Harry how odd
2229,this would look if a Muggle were to walk up here now . . . nine
2230,"people, two of them grown men, clutching this manky old boot in"
2231,"the semidarkness, waiting. . . ."
2232,"“Three . . .” muttered Mr. Weasley, one eye still on his watch,"
2233,“two . . . one . . .”
2234,It happened immediately: Harry felt as though a hook just be-
2235,hind his navel had been suddenly jerked irresistibly forward. His
2236,feet left the ground; he could feel Ron and Hermione on either side
2237,"of him, their shoulders banging into his; they were all speeding for-"
2238,ward in a howl of wind and swirling color; his forefinger was stuck
2239,to the boot as though it was pulling him magnetically onward and
2240,then —
2241,  73   
2242,CHAPTER SIX
2243,His feet slammed into the ground; Ron staggered into him and
2244,he fell over; the Portkey hit the ground near his head with a heavy
2245,thud.
2246,"Harry looked up. Mr. Weasley, Mr. Diggory, and Cedric were"
2247,"still standing, though looking very windswept; everybody else was"
2248,on the ground.
2249,"“Seven past five from Stoatshead Hill,” said a voice."
2250, 74  
2251,CHAPTER SEVEN
2252,BAGMAN AND CROUCH
2253,H           arry disentangled himself from Ron and got to his feet.
2254,They had arrived on what appeared to be a deserted
2255,stretch of misty moor. In front of them was a pair of tired and
2256,"grumpy-looking wizards, one of whom was holding a large gold"
2257,"watch, the other a thick roll of parchment and a quill. Both were"
2258,"dressed as Muggles, though very inexpertly: The man with the"
2259,"watch wore a tweed suit with thigh-length galoshes; his colleague,"
2260,a kilt and a poncho.
2261,"“Morning, Basil,” said Mr. Weasley, picking up the boot and"
2262,"handing it to the kilted wizard, who threw it into a large box of"
2263,"used Portkeys beside him; Harry could see an old newspaper, an"
2264,"empty drinks can, and a punctured football."
2265,"“Hello there, Arthur,” said Basil wearily. “Not on duty, eh? It’s all"
2266,right for some. . . . We’ve been here all night. . . . You’d better get
2267,"out of the way, we’ve got a big party coming in from the Black For-"
2268,"est at five-fifteen. Hang on, I’ll find your campsite. . . . Weasley . . ."
2269,  75  
2270,CHAPTER SEVEN
2271,Weasley . . .” He consulted his parchment list. “About a quarter of
2272,"a mile’s walk over there, first field you come to. Site manager’s called"
2273,Mr. Roberts. Diggory . . . second field . . . ask for Mr. Payne.”
2274,"“Thanks, Basil,” said Mr. Weasley, and he beckoned everyone to"
2275,follow him.
2276,"They set off across the deserted moor, unable to make out much"
2277,"through the mist. After about twenty minutes, a small stone cot-"
2278,"tage next to a gate swam into view. Beyond it, Harry could just"
2279,"make out the ghostly shapes of hundreds and hundreds of tents,"
2280,rising up the gentle slope of a large field toward a dark wood on the
2281,horizon. They said good-bye to the Diggorys and approached the
2282,cottage door.
2283,"A man was standing in the doorway, looking out at the tents."
2284,Harry knew at a glance that this was the only real Muggle for sev-
2285,"eral acres. When he heard their footsteps, he turned his head to"
2286,look at them.
2287,“Morning!” said Mr. Weasley brightly.
2288,"“Morning,” said the Muggle."
2289,“Would you be Mr. Roberts?”
2290,"“Aye, I would,” said Mr. Roberts. “And who’re you?”"
2291,"“Weasley — two tents, booked a couple of days ago?”"
2292,"“Aye,” said Mr. Roberts, consulting a list tacked to the door."
2293,“You’ve got a space up by the wood there. Just the one night?”
2294,"“That’s it,” said Mr. Weasley."
2295,"“You’ll be paying now, then?” said Mr. Roberts."
2296,“Ah — right — certainly —” said Mr. Weasley. He retreated a
2297,short distance from the cottage and beckoned Harry toward him.
2298,"“Help me, Harry,” he muttered, pulling a roll of Muggle money"
2299,from his pocket and starting to peel the notes apart. “This one’s
2300, 76  
2301,BAGMAN AND CROUCH
2302,"a — a — a ten? Ah yes, I see the little number on it now. . . . So"
2303,this is a five?”
2304,"“A twenty,” Harry corrected him in an undertone, uncomfort-"
2305,ably aware of Mr. Roberts trying to catch every word.
2306,"“Ah yes, so it is. . . . I don’t know, these little bits of paper . . .”"
2307,“You foreign?” said Mr. Roberts as Mr. Weasley returned with
2308,the correct notes.
2309,"“Foreign?” repeated Mr. Weasley, puzzled."
2310,"“You’re not the first one who’s had trouble with money,” said"
2311,"Mr. Roberts, scrutinizing Mr. Weasley closely. “I had two try and"
2312,pay me with great gold coins the size of hubcaps ten minutes ago.”
2313,“Did you really?” said Mr. Weasley nervously.
2314,Mr. Roberts rummaged around in a tin for some change.
2315,"“Never been this crowded,” he said suddenly, looking out over"
2316,the misty field again. “Hundreds of pre-bookings. People usually
2317,just turn up. . . .”
2318,"“Is that right?” said Mr. Weasley, his hand held out for his"
2319,"change, but Mr. Roberts didn’t give it to him."
2320,"“Aye,” he said thoughtfully. “People from all over. Loads of for-"
2321,"eigners. And not just foreigners. Weirdos, you know? There’s a"
2322,bloke walking ’round in a kilt and a poncho.”
2323,“Shouldn’t he?” said Mr. Weasley anxiously.
2324,"“It’s like some sort of . . . I dunno . . . like some sort of rally,”"
2325,said Mr. Roberts. “They all seem to know each other. Like a big
2326,party.”
2327,"At that moment, a wizard in plus-fours appeared out of thin air"
2328,next to Mr. Roberts’s front door.
2329,"“Obliviate!” he said sharply, pointing his wand at Mr. Roberts."
2330,"Instantly, Mr. Roberts’s eyes slid out of focus, his brows"
2331, 77 
2332,CHAPTER SEVEN
2333,"unknitted, and a look of dreamy unconcern fell over his face."
2334,Harry recognized the symptoms of one who had just had his mem-
2335,ory modified.
2336,"“A map of the campsite for you,” Mr. Roberts said placidly to"
2337,Mr. Weasley. “And your change.”
2338,"“Thanks very much,” said Mr. Weasley."
2339,The wizard in plus-fours accompanied them toward the gate to
2340,the campsite. He looked exhausted: His chin was blue with stubble
2341,and there were deep purple shadows under his eyes. Once out of
2342,"earshot of Mr. Roberts, he muttered to Mr. Weasley, “Been having"
2343,a lot of trouble with him. Needs a Memory Charm ten times a day
2344,to keep him happy. And Ludo Bagman’s not helping. Trotting
2345,"around talking about Bludgers and Quaffles at the top of his voice,"
2346,"not a worry about anti-Muggle security. Blimey, I’ll be glad when"
2347,"this is over. See you later, Arthur.”"
2348,He Disapparated.
2349,“I thought Mr. Bagman was Head of Magical Games and
2350,"Sports,” said Ginny, looking surprised. “He should know better"
2351,"than to talk about Bludgers near Muggles, shouldn’t he?”"
2352,"“He should,” said Mr. Weasley, smiling, and leading them"
2353,"through the gates into the campsite, “but Ludo’s always been a"
2354,bit . . . well . . . lax about security. You couldn’t wish for a more
2355,enthusiastic head of the sports department though. He played
2356,"Quidditch for England himself, you know. And he was the best"
2357,Beater the Wimbourne Wasps ever had.”
2358,They trudged up the misty field between long rows of tents.
2359,Most looked almost ordinary; their owners had clearly tried to
2360,"make them as Muggle-like as possible, but had slipped up by"
2361,"adding chimneys, or bellpulls, or weather vanes. However, here and"
2362, 78  
2363,BAGMAN AND CROUCH
2364,there was a tent so obviously magical that Harry could hardly be
2365,surprised that Mr. Roberts was getting suspicious. Halfway up the
2366,field stood an extravagant confection of striped silk like a miniature
2367,"palace, with several live peacocks tethered at the entrance. A little"
2368,farther on they passed a tent that had three floors and several tur-
2369,rets; and a short way beyond that was a tent that had a front garden
2370,"attached, complete with birdbath, sundial, and fountain."
2371,"“Always the same,” said Mr. Weasley, smiling. “We can’t resist"
2372,"showing off when we get together. Ah, here we are, look, this is us.”"
2373,They had reached the very edge of the wood at the top of the
2374,"field, and here was an empty space, with a small sign hammered into"
2375,the ground that read weezly.
2376,“Couldn’t have a better spot!” said Mr. Weasley happily. “The
2377,"field is just on the other side of the wood there, we’re as close as we"
2378,"could be.” He hoisted his backpack from his shoulders. “Right,” he"
2379,"said excitedly, “no magic allowed, strictly speaking, not when we’re"
2380,out in these numbers on Muggle land. We’ll be putting these tents
2381,up by hand! Shouldn’t be too difficult. . . . Muggles do it all the
2382,"time. . . . Here, Harry, where do you reckon we should start?”"
2383,Harry had never been camping in his life; the Dursleys had
2384,"never taken him on any kind of holiday, preferring to leave him"
2385,"with Mrs. Figg, an old neighbor. However, he and Hermione"
2386,"worked out where most of the poles and pegs should go, and"
2387,"though Mr. Weasley was more of a hindrance than a help, because"
2388,"he got thoroughly overexcited when it came to using the mallet,"
2389,they finally managed to erect a pair of shabby two-man tents.
2390,All of them stood back to admire their handiwork. Nobody
2391,"looking at these tents would guess they belonged to wizards, Harry"
2392,"thought, but the trouble was that once Bill, Charlie, and Percy"
2393, 79  
2394,CHAPTER SEVEN
2395,"arrived, they would be a party of ten. Hermione seemed to have"
2396,spotted this problem too; she gave Harry a quizzical look as Mr.
2397,Weasley dropped to his hands and knees and entered the first tent.
2398,"“We’ll be a bit cramped,” he called, “but I think we’ll all squeeze"
2399,in. Come and have a look.”
2400,"Harry bent down, ducked under the tent flap, and felt his jaw"
2401,"drop. He had walked into what looked like an old-fashioned,"
2402,"three-room flat, complete with bathroom and kitchen. Oddly"
2403,"enough, it was furnished in exactly the same sort of style as Mrs."
2404,Figg’s house: There were crocheted covers on the mismatched
2405,chairs and a strong smell of cats.
2406,"“Well, it’s not for long,” said Mr. Weasley, mopping his bald"
2407,patch with a handkerchief and peering in at the four bunk beds
2408,that stood in the bedroom. “I borrowed this from Perkins at the of-
2409,"fice. Doesn’t camp much anymore, poor fellow, he’s got lumbago.”"
2410,He picked up the dusty kettle and peered inside it. “We’ll need
2411,water. . . .”
2412,"“There’s a tap marked on this map the Muggle gave us,” said"
2413,"Ron, who had followed Harry inside the tent and seemed com-"
2414,pletely unimpressed by its extraordinary inner proportions. “It’s on
2415,the other side of the field.”
2416,"“Well, why don’t you, Harry, and Hermione go and get us some"
2417,water then” — Mr. Weasley handed over the kettle and a couple of
2418,saucepans — “and the rest of us will get some wood for a fire?”
2419,"“But we’ve got an oven,” said Ron. “Why can’t we just —”"
2420,"“Ron, anti-Muggle security!” said Mr. Weasley, his face shining"
2421,"with anticipation. “When real Muggles camp, they cook on fires"
2422,outdoors. I’ve seen them at it!”
2423,"After a quick tour of the girls’ tent, which was slightly smaller"
2424,  80 
2425,BAGMAN AND CROUCH
2426,"than the boys’, though without the smell of cats, Harry, Ron, and"
2427,Hermione set off across the campsite with the kettle and saucepans.
2428,"Now, with the sun newly risen and the mist lifting, they could"
2429,see the city of tents that stretched in every direction. They made
2430,"their way slowly through the rows, staring eagerly around. It was"
2431,only just dawning on Harry how many witches and wizards there
2432,must be in the world; he had never really thought much about
2433,those in other countries.
2434,Their fellow campers were starting to wake up. First to stir were
2435,the families with small children; Harry had never seen witches and
2436,wizards this young before. A tiny boy no older than two was
2437,"crouched outside a large pyramid-shaped tent, holding a wand and"
2438,"poking happily at a slug in the grass, which was swelling slowly to"
2439,"the size of a salami. As they drew level with him, his mother came"
2440,hurrying out of the tent.
2441,"“How many times, Kevin? You don’t — touch — Daddy’s —"
2442,wand — yecchh!”
2443,"She had trodden on the giant slug, which burst. Her scolding"
2444,"carried after them on the still air, mingling with the little boy’s"
2445,yells — “You bust slug! You bust slug!”
2446,"A short way farther on, they saw two little witches, barely older"
2447,"than Kevin, who were riding toy broomsticks that rose only high"
2448,enough for the girls’ toes to skim the dewy grass. A Ministry wiz-
2449,"ard had already spotted them; as he hurried past Harry, Ron, and"
2450,"Hermione he muttered distractedly, “In broad daylight! Parents"
2451,"having a lie-in, I suppose —”"
2452,Here and there adult wizards and witches were emerging from
2453,"their tents and starting to cook breakfast. Some, with furtive looks"
2454,"around them, conjured fires with their wands; others were striking"
2455, 81  
2456,CHAPTER SEVEN
2457,"matches with dubious looks on their faces, as though sure this"
2458,"couldn’t work. Three African wizards sat in serious conversation, all"
2459,of them wearing long white robes and roasting what looked like
2460,"a rabbit on a bright purple fire, while a group of middle-aged"
2461,American witches sat gossiping happily beneath a spangled banner
2462,stretched between their tents that read: the salem witches’
2463,institute. Harry caught snatches of conversation in strange lan-
2464,"guages from the inside of tents they passed, and though he couldn’t"
2465,"understand a word, the tone of every single voice was excited."
2466,"“Er — is it my eyes, or has everything gone green?” said Ron."
2467,It wasn’t just Ron’s eyes. They had walked into a patch of tents
2468,"that were all covered with a thick growth of shamrocks, so that it"
2469,"looked as though small, oddly shaped hillocks had sprouted out of"
2470,the earth. Grinning faces could be seen under those that had their
2471,"flaps open. Then, from behind them, they heard their names."
2472,“Harry! Ron! Hermione!”
2473,"It was Seamus Finnigan, their fellow Gryffindor fourth year. He"
2474,"was sitting in front of his own shamrock-covered tent, with a"
2475,"sandy-haired woman who had to be his mother, and his best friend,"
2476,"Dean Thomas, also of Gryffindor."
2477,"“Like the decorations?” said Seamus, grinning. “The Ministry’s"
2478,not too happy.”
2479,"“Ah, why shouldn’t we show our colors?” said Mrs. Finnigan."
2480,“You should see what the Bulgarians have got dangling all over
2481,"their tents. You’ll be supporting Ireland, of course?” she added, eye-"
2482,"ing Harry, Ron, and Hermione beadily. When they had assured her"
2483,"that they were indeed supporting Ireland, they set off again,"
2484,"though, as Ron said, “Like we’d say anything else surrounded by"
2485,that lot.”
2486, 82  
2487,BAGMAN AND CROUCH
2488,“I wonder what the Bulgarians have got dangling all over their
2489,tents?” said Hermione.
2490,"“Let’s go and have a look,” said Harry, pointing to a large patch"
2491,"of tents upheld, where the Bulgarian flag — white, green, and"
2492,red — was fluttering in the breeze.
2493,"The tents here had not been bedecked with plant life, but each"
2494,"and every one of them had the same poster attached to it, a poster"
2495,"of a very surly face with heavy black eyebrows. The picture was, of"
2496,"course, moving, but all it did was blink and scowl."
2497,"“Krum,” said Ron quietly."
2498,“What?” said Hermione.
2499,"“Krum!” said Ron. “Viktor Krum, the Bulgarian Seeker!”"
2500,"“He looks really grumpy,” said Hermione, looking around at the"
2501,many Krums blinking and scowling at them.
2502,“ ‘Really grumpy ’?” Ron raised his eyes to the heavens. “Who cares
2503,what he looks like? He’s unbelievable. He’s really young too. Only
2504,"just eighteen or something. He’s a genius, you wait until tonight,"
2505,you’ll see.”
2506,There was already a small queue for the tap in the corner of the
2507,"field. Harry, Ron, and Hermione joined it, right behind a pair of"
2508,men who were having a heated argument. One of them was a very
2509,old wizard who was wearing a long flowery nightgown. The other
2510,was clearly a Ministry wizard; he was holding out a pair of pin-
2511,striped trousers and almost crying with exasperation.
2512,"“Just put them on, Archie, there’s a good chap. You can’t walk"
2513,"around like that, the Muggle at the gate’s already getting suspi-"
2514,cious —”
2515,"“I bought this in a Muggle shop,” said the old wizard stubbornly."
2516,“Muggles wear them.”
2517, 83  
2518,CHAPTER SEVEN
2519,"“Muggle women wear them, Archie, not the men, they wear"
2520,"these,” said the Ministry wizard, and he brandished the pinstriped"
2521,trousers.
2522,"“I’m not putting them on,” said old Archie in indignation. “I"
2523,"like a healthy breeze ’round my privates, thanks.”"
2524,Hermione was overcome with such a strong fit of the giggles at
2525,this point that she had to duck out of the queue and only returned
2526,when Archie had collected his water and moved away.
2527,"Walking more slowly now, because of the weight of the water,"
2528,"they made their way back through the campsite. Here and there,"
2529,they saw more familiar faces: other Hogwarts students with their
2530,"families. Oliver Wood, the old captain of Harry’s House Quidditch"
2531,"team, who had just left Hogwarts, dragged Harry over to his par-"
2532,"ents’ tent to introduce him, and told him excitedly that he had just"
2533,been signed to the Puddlemere United reserve team. Next they
2534,"were hailed by Ernie Macmillan, a Hufflepuff fourth year, and a lit-"
2535,"tle farther on they saw Cho Chang, a very pretty girl who played"
2536,"Seeker on the Ravenclaw team. She waved and smiled at Harry,"
2537,who slopped quite a lot of water down his front as he waved back.
2538,"More to stop Ron from smirking than anything, Harry hurriedly"
2539,pointed out a large group of teenagers whom he had never seen
2540,before.
2541,“Who d’you reckon they are?” he said. “They don’t go to Hog-
2542,"warts, do they?”"
2543,"“ ’Spect they go to some foreign school,” said Ron. “I know there"
2544,"are others. Never met anyone who went to one, though. Bill had a"
2545,penfriend at a school in Brazil . . . this was years and years ago . . .
2546,and he wanted to go on an exchange trip but Mum and Dad couldn’t
2547,  84   
2548,BAGMAN AND CROUCH
2549,afford it. His penfriend got all offended when he said he wasn’t going
2550,and sent him a cursed hat. It made his ears shrivel up.”
2551,Harry laughed but didn’t voice the amazement he felt at hearing
2552,"about other wizarding schools. He supposed, now that he saw rep-"
2553,"resentatives of so many nationalities in the campsite, that he had"
2554,been stupid never to realize that Hogwarts couldn’t be the only
2555,"one. He glanced at Hermione, who looked utterly unsurprised by"
2556,the information. No doubt she had run across the news about
2557,other wizarding schools in some book or other.
2558,"“You’ve been ages,” said George when they finally got back to"
2559,the Weasleys’ tents.
2560,"“Met a few people,” said Ron, setting the water down. “You not"
2561,got that fire started yet?”
2562,"“Dad’s having fun with the matches,” said Fred."
2563,"Mr. Weasley was having no success at all in lighting the fire, but"
2564,it wasn’t for lack of trying. Splintered matches littered the ground
2565,"around him, but he looked as though he was having the time of his"
2566,life.
